backbone,split,num_tta_views,accuracy,auroc,f1,sensitivity,specificity,ece_10_bins,brier_score,nll,mean_confidence,overconfidence_gap,error_rate,std_mean_correct,std_mean_incorrect,std_gap_incorrect_minus_correct,std_error_detection_auroc,entropy_mean_correct,entropy_mean_incorrect,entropy_gap_incorrect_minus_correct,entropy_error_detection_auroc,margin_uncertainty_mean_correct,margin_uncertainty_mean_incorrect,margin_uncertainty_gap_incorrect_minus_correct,margin_uncertainty_error_detection_auroc
resnet50,valid,8,0.8182671254300907,0.8744541287820868,0.7894164552374049,0.711764705882353,0.9160167966406718,0.019104543164306022,0.1356650178542977,0.43824232304861427,0.8335543685056115,0.015287243075520762,0.1817328745699093,0.030104239375913784,0.0481788661198844,0.018074626743970618,0.6906775200408449,0.362951138857334,0.5075946236639701,0.14464348480663614,0.7167214072541805,0.29626299984025445,0.497813012380403,0.20155001254014854,0.7167214072541805
