backbone,split,num_tta_views,accuracy,auroc,f1,sensitivity,specificity,ece_10_bins,brier_score,nll,mean_confidence,overconfidence_gap,error_rate,std_mean_correct,std_mean_incorrect,std_gap_incorrect_minus_correct,std_error_detection_auroc,entropy_mean_correct,entropy_mean_incorrect,entropy_gap_incorrect_minus_correct,entropy_error_detection_auroc,margin_uncertainty_mean_correct,margin_uncertainty_mean_incorrect,margin_uncertainty_gap_incorrect_minus_correct,margin_uncertainty_error_detection_auroc
resnet18,valid,8,0.801689083515796,0.8707830982823044,0.7834699453551912,0.7496732026143791,0.8494301139772046,0.015344791189488645,0.1412284783823288,0.4436916330035975,0.7987612628680647,-0.0029278206477313384,0.19831091648420393,0.034102032636526766,0.052861039848922535,0.01875900721239577,0.6906018799440227,0.39667220810267373,0.5607960761106441,0.16412386800797035,0.7375223238737137,0.3534442459814864,0.6006985532666325,0.24725430728514608,0.7375223238737137
