backbone,accuracy,auroc,precision,recall_sensitivity,specificity,f1,true_negative,false_positive,false_negative,true_positive,ece_10_bins,brier_score,negative_log_likelihood,mean_confidence,mean_confidence_correct,mean_confidence_incorrect,overconfidence_gap,temperature,temp_scaled_accuracy,temp_scaled_auroc,temp_scaled_f1,temp_scaled_ece_10_bins,temp_scaled_brier_score,temp_scaled_negative_log_likelihood,temp_scaled_mean_confidence,temp_scaled_overconfidence_gap
resnet18,0.8001251172974664,0.8687568368679205,0.8382687927107062,0.7215686274509804,0.8722255548890222,0.7755532139093783,1454,213,426,1104,0.020159908441351317,0.14194196713426385,0.44621068705370714,0.810148961046919,0.8343965184010946,0.7130828394319249,0.010023843749452643,1.1216076612472534,0.8001251172974664,0.8687568368679205,0.7755532139093783,0.013405854118920812,0.14199745964676724,0.44437186062718803,0.7927204877608918,-0.007404629536574614
resnet50,0.8151391929934313,0.8740620503350309,0.8922305764411027,0.6980392156862745,0.9226154769046191,0.7832783278327833,1538,129,462,1068,0.036976008960744454,0.13728655260450376,0.44370084264830667,0.8425274462269313,0.8610543260228319,0.760833624318105,0.027388253233500026,1.226137399673462,0.8151391929934313,0.8740620503350309,0.7832783278327833,0.009439031215357215,0.13659856401258288,0.4369041821750748,0.8088706807372988,-0.0062685122561324524
