threshold,accuracy,auroc,precision,recall_sensitivity,specificity,f1,brier_score,negative_log_likelihood,ece_10_bins,mean_confidence,overconfidence_gap,true_negative,false_positive,false_negative,true_positive,num_studies,backbone,probability_type,aggregation_method
0.5,0.8215179316096747,0.8784257264817866,0.8552631578947368,0.724907063197026,0.9001512859304085,0.7847082494969819,0.13492471171249426,0.4293702118950435,0.04006610854083692,0.7846792806831705,-0.03683865092650418,595,66,148,390,1199,resnet18,temperature_scaled,mean
0.5,0.7956630525437864,0.8749500868909896,0.7592920353982301,0.7973977695167286,0.794251134644478,0.7778785131459656,0.1445941928086791,0.4528122719189255,0.024516229476455154,0.7859652619759129,-0.009697790567873565,525,136,109,429,1199,resnet18,temperature_scaled,max
0.5,0.8156797331109258,0.8771518876997229,0.8189134808853119,0.7565055762081785,0.8638426626323752,0.7864734299516908,0.13661499204096303,0.43208408428464995,0.03909090693990852,0.7859988050730119,-0.02968092803791389,571,90,131,407,1199,resnet18,temperature_scaled,top2_mean
0.5,0.8223519599666389,0.8817804498085023,0.8973105134474327,0.6821561338289963,0.9364599092284418,0.7750791974656811,0.13116645314033595,0.4257208472739537,0.030073126706687655,0.8022679020992062,-0.020084057867432725,619,42,171,367,1199,resnet50,temperature_scaled,mean
0.5,0.8206839032527106,0.8806415873212265,0.8275862068965517,0.758364312267658,0.8714069591527988,0.7914645974781765,0.1328962504762993,0.42947893570138806,0.022406005644794655,0.7982778976079159,-0.02240600564479467,576,85,130,408,1199,resnet50,temperature_scaled,max
0.5,0.8248540450375312,0.8807596915791664,0.8744292237442922,0.7118959107806692,0.9167927382753404,0.7848360655737705,0.13028346317738912,0.4216953197356562,0.0278815196689921,0.8005178736497215,-0.024336171387809746,606,55,155,383,1199,resnet50,temperature_scaled,top2_mean
