backbone,split,num_tta_views,accuracy,auroc,f1,sensitivity,specificity,ece_10_bins,brier_score,nll,mean_confidence,overconfidence_gap,error_rate,std_mean_correct,std_mean_incorrect,std_gap_incorrect_minus_correct,std_error_detection_auroc,entropy_mean_correct,entropy_mean_incorrect,entropy_gap_incorrect_minus_correct,entropy_error_detection_auroc,margin_uncertainty_mean_correct,margin_uncertainty_mean_incorrect,margin_uncertainty_gap_incorrect_minus_correct,margin_uncertainty_error_detection_auroc
resnet18,valid,8,0.801689083515796,0.8707830982823044,0.7834699453551912,0.7496732026143791,0.8494301139772046,0.0153447911894886,0.1412284783823288,0.4436916330035975,0.7987612628680647,-0.0029278206477313,0.1983109164842039,0.0341020326365267,0.0528610398489225,0.0187590072123957,0.6906018799440227,0.3966722081026737,0.5607960761106441,0.1641238680079703,0.7375223238737137,0.3534442459814864,0.6006985532666325,0.247254307285146,0.7375223238737137
resnet50,valid,8,0.8182671254300907,0.8744541287820868,0.7894164552374049,0.711764705882353,0.9160167966406718,0.019104543164306,0.1356650178542977,0.4382423230486142,0.8335543685056115,0.0152872430755207,0.1817328745699093,0.0301042393759137,0.0481788661198844,0.0180746267439706,0.6906775200408449,0.362951138857334,0.5075946236639701,0.1446434848066361,0.7167214072541805,0.2962629998402544,0.497813012380403,0.2015500125401485,0.7167214072541805
